BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
003017541029,584,7,5,ethionamide,Low,9 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,7,1,ethionamide,Low,9 hr,Liver,Single cell necrosis,,slight,False
003017541027,584,7,3,ethionamide,Low,9 hr,Liver,Single cell necrosis,,slight,False
No ChipData,584,8,3,ethionamide,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017542010,584,8,4,ethionamide,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017542011,584,8,5,ethionamide,Low,24 hr,Liver,Microgranuloma,,minimal,True
003017542009,584,8,1,ethionamide,Low,24 hr,Liver,Microgranuloma,,slight,False
No ChipData,584,8,2,ethionamide,Low,24 hr,Liver,Microgranuloma,,slight,False
003017542010,584,8,4,ethionamide,Low,24 hr,Liver,Microgranuloma,,slight,False
No ChipData,584,8,3,ethionamide,Low,24 hr,Liver,Microgranuloma,,moderate,False
No ChipData,584,8,3,ethionamide,Low,24 hr,Liver,Proliferation,Kupffer cell,minimal,False
003017542009,584,8,1,ethionamide,Low,24 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,8,2,ethionamide,Low,24 hr,Liver,Single cell necrosis,,minimal,False
003017542010,584,8,4,ethionamide,Low,24 hr,Liver,Single cell necrosis,,minimal,False
003017542011,584,8,5,ethionamide,Low,24 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,8,3,ethionamide,Low,24 hr,Liver,Single cell necrosis,,slight,False
No ChipData,584,9,1,ethionamide,Middle,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
No ChipData,584,9,1,ethionamide,Middle,3 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,584,9,1,ethionamide,Middle,3 hr,Liver,Single cell necrosis,,minimal,False
003017541006,584,9,2,ethionamide,Middle,3 hr,Liver,Single cell necrosis,,minimal,False
003017541008,584,9,5,ethionamide,Middle,3 hr,Liver,Single cell necrosis,,minimal,False
003017541007,584,9,4,ethionamide,Middle,3 hr,Liver,Single cell necrosis,,slight,False
003017541006,584,9,2,ethionamide,Middle,3 hr,Liver,"Vacuolization, nuclear",Hepatocyte,minimal,False
003017541007,584,9,4,ethionamide,Middle,3 hr,Liver,"Vacuolization, nuclear",Hepatocyte,minimal,False
003017541018,584,10,1,ethionamide,Middle,6 hr,Liver,Microgranuloma,,minimal,True
003017541020,584,10,5,ethionamide,Middle,6 hr,Liver,Microgranuloma,,slight,False
003017541018,584,10,1,ethionamide,Middle,6 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,10,2,ethionamide,Middle,6 hr,Liver,Single cell necrosis,,minimal,False
003017541019,584,10,3,ethionamide,Middle,6 hr,Liver,Single cell necrosis,,minimal,False
003017541020,584,10,5,ethionamide,Middle,6 hr,Liver,Single cell necrosis,,slight,False
003017541018,584,10,1,ethionamide,Middle,6 hr,Liver,"Vacuolization, nuclear",Hepatocyte,minimal,False
003017541020,584,10,5,ethionamide,Middle,6 hr,Liver,"Vacuolization, nuclear",Hepatocyte,minimal,False
No ChipData,584,11,2,ethionamide,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,minimal,False
003017541030,584,11,1,ethionamide,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,584,11,3,ethionamide,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017542001,584,11,4,ethionamide,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017542002,584,11,5,ethionamide,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,584,11,3,ethionamide,Middle,9 hr,Liver,Hypertrophy,Centrilobular,minimal,False
No ChipData,584,11,3,ethionamide,Middle,9 hr,Liver,Microgranuloma,,minimal,True
003017542002,584,11,5,ethionamide,Middle,9 hr,Liver,Microgranuloma,,minimal,True
003017541030,584,11,1,ethionamide,Middle,9 hr,Liver,Microgranuloma,,slight,False
003017542001,584,11,4,ethionamide,Middle,9 hr,Liver,Microgranuloma,,slight,False
No ChipData,584,11,2,ethionamide,Middle,9 hr,Liver,Microgranuloma,,moderate,False
No ChipData,584,11,2,ethionamide,Middle,9 hr,Liver,Proliferation,Kupffer cell,minimal,False
003017541030,584,11,1,ethionamide,Middle,9 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,11,3,ethionamide,Middle,9 hr,Liver,Single cell necrosis,,minimal,False
003017542001,584,11,4,ethionamide,Middle,9 hr,Liver,Single cell necrosis,,minimal,False
003017542002,584,11,5,ethionamide,Middle,9 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,11,2,ethionamide,Middle,9 hr,Liver,Single cell necrosis,,slight,False
003017542014,584,12,5,ethionamide,Middle,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017542013,584,12,2,ethionamide,Middle,24 hr,Liver,Microgranuloma,,minimal,True
No ChipData,584,12,3,ethionamide,Middle,24 hr,Liver,Microgranuloma,,minimal,True
No ChipData,584,12,4,ethionamide,Middle,24 hr,Liver,Microgranuloma,,minimal,True
003017542012,584,12,1,ethionamide,Middle,24 hr,Liver,Microgranuloma,,slight,False
003017542014,584,12,5,ethionamide,Middle,24 hr,Liver,Microgranuloma,,moderate,False
003017542012,584,12,1,ethionamide,Middle,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017542014,584,12,5,ethionamide,Middle,24 hr,Liver,Necrosis,Subserosa,slight,True
003017542014,584,12,5,ethionamide,Middle,24 hr,Liver,Proliferation,Kupffer cell,minimal,False
003017542013,584,12,2,ethionamide,Middle,24 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,12,3,ethionamide,Middle,24 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,12,4,ethionamide,Middle,24 hr,Liver,Single cell necrosis,,minimal,False
003017542012,584,12,1,ethionamide,Middle,24 hr,Liver,Single cell necrosis,,slight,False
003017542014,584,12,5,ethionamide,Middle,24 hr,Liver,Single cell necrosis,,slight,False
003017541009,584,13,1,ethionamide,High,3 hr,Liver,Single cell necrosis,,minimal,False
003017541010,584,13,2,ethionamide,High,3 hr,Liver,Single cell necrosis,,minimal,False
003017541011,584,13,3,ethionamide,High,3 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,13,4,ethionamide,High,3 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,13,5,ethionamide,High,3 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,14,5,ethionamide,High,6 hr,Liver,Microgranuloma,,minimal,True
003017541021,584,14,1,ethionamide,High,6 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,14,3,ethionamide,High,6 hr,Liver,Single cell necrosis,,slight,False
003017541023,584,14,4,ethionamide,High,6 hr,Liver,Single cell necrosis,,slight,False
No ChipData,584,14,5,ethionamide,High,6 hr,Liver,Single cell necrosis,,slight,False
003017541022,584,14,2,ethionamide,High,6 hr,Liver,Single cell necrosis,,moderate,False
003017541022,584,14,2,ethionamide,High,6 hr,Liver,"Vacuolization, nuclear",Hepatocyte,slight,False
003017542003,584,15,1,ethionamide,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017542004,584,15,2,ethionamide,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,584,15,3,ethionamide,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017542005,584,15,5,ethionamide,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,584,15,4,ethionamide,High,9 hr,Liver,"Change, eosinophilic",Periportal,moderate,False
No ChipData,584,15,3,ethionamide,High,9 hr,Liver,Hypertrophy,Centrilobular,minimal,False
No ChipData,584,15,4,ethionamide,High,9 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017542005,584,15,5,ethionamide,High,9 hr,Liver,Hypertrophy,Centrilobular,minimal,False
No ChipData,584,15,4,ethionamide,High,9 hr,Liver,Microgranuloma,,slight,False
003017542005,584,15,5,ethionamide,High,9 hr,Liver,Microgranuloma,,slight,False
003017542003,584,15,1,ethionamide,High,9 hr,Liver,Microgranuloma,,moderate,False
003017542003,584,15,1,ethionamide,High,9 hr,Liver,Proliferation,Kupffer cell,slight,False
003017542004,584,15,2,ethionamide,High,9 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,15,3,ethionamide,High,9 hr,Liver,Single cell necrosis,,minimal,False
003017542003,584,15,1,ethionamide,High,9 hr,Liver,Single cell necrosis,,slight,False
No ChipData,584,15,4,ethionamide,High,9 hr,Liver,Single cell necrosis,,slight,False
003017542005,584,15,5,ethionamide,High,9 hr,Liver,Single cell necrosis,,slight,False
003017542016,584,16,2,ethionamide,High,24 hr,Liver,Hypertrophy,Centrilobular,minimal,False
No ChipData,584,16,3,ethionamide,High,24 hr,Liver,Hypertrophy,Centrilobular,minimal,False
No ChipData,584,16,4,ethionamide,High,24 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017542016,584,16,2,ethionamide,High,24 hr,Liver,Microgranuloma,,minimal,True
No ChipData,584,16,4,ethionamide,High,24 hr,Liver,Microgranuloma,,minimal,True
003017542015,584,16,1,ethionamide,High,24 hr,Liver,Microgranuloma,,slight,False
No ChipData,584,16,3,ethionamide,High,24 hr,Liver,Microgranuloma,,slight,False
003017542017,584,16,5,ethionamide,High,24 hr,Liver,Microgranuloma,,slight,False
No ChipData,584,16,4,ethionamide,High,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017542015,584,16,1,ethionamide,High,24 hr,Liver,Single cell necrosis,,minimal,False
003017542016,584,16,2,ethionamide,High,24 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,16,4,ethionamide,High,24 hr,Liver,Single cell necrosis,,minimal,False
003017542017,584,16,5,ethionamide,High,24 hr,Liver,Single cell necrosis,,minimal,False
No ChipData,584,16,3,ethionamide,High,24 hr,Liver,Single cell necrosis,,slight,False
No ChipData,584,16,4,ethionamide,High,24 hr,Liver,"Vacuolization, nuclear",Hepatocyte,minimal,False
003017542016,584,16,2,ethionamide,High,24 hr,Liver,"Vacuolization, nuclear",Hepatocyte,slight,False
003017669017,125,1,2,ethionine,Control,3 hr,Liver,Cellular infiltration,Portal,minimal,True
003017671018,125,4,3,ethionine,Control,24 hr,Liver,Cellular infiltration,Portal,minimal,True
No ChipData,125,6,5,ethionine,Low,6 hr,Liver,"Nodule, hepatodiaphragmatic",,minimal,True
003017671009,125,7,4,ethionine,Low,9 hr,Liver,Cellular infiltration,,minimal,True
No ChipData,125,8,2,ethionine,Low,24 hr,Liver,Cellular infiltration,Portal,minimal,True
003017671011,125,11,1,ethionine,Middle,9 hr,Liver,"Change, basophilic",,minimal,False
No ChipData,125,11,2,ethionine,Middle,9 hr,Liver,"Change, basophilic",,minimal,False
003017671012,125,11,4,ethionine,Middle,9 hr,Liver,"Change, basophilic",,minimal,False
003017671013,125,11,5,ethionine,Middle,9 hr,Liver,"Change, basophilic",,minimal,False
003017671025,125,12,3,ethionine,Middle,24 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
003017671023,125,12,1,ethionine,Middle,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,125,12,4,ethionine,Middle,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,125,12,5,ethionine,Middle,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,125,12,4,ethionine,Middle,24 hr,Liver,Cellular infiltration,Portal,minimal,True
003017671024,125,12,2,ethionine,Middle,24 hr,Liver,"Change, eosinophilic",Centrilobular,minimal,False
No ChipData,125,12,4,ethionine,Middle,24 hr,Liver,"Change, eosinophilic",Centrilobular,minimal,False
No ChipData,125,12,5,ethionine,Middle,24 hr,Liver,"Change, eosinophilic",Centrilobular,minimal,False
No ChipData,125,12,5,ethionine,Middle,24 hr,Liver,"Change, eosinophilic",Portal,minimal,False
003017671025,125,12,3,ethionine,Middle,24 hr,Liver,Necrosis,Hepatocyte,slight,True
003017671023,125,12,1,ethionine,Middle,24 hr,Liver,"Vacuolization, cytoplasmic",,slight,True
No ChipData,125,14,3,ethionine,High,6 hr,Liver,Cellular infiltration,Portal,minimal,True
003017671014,125,15,1,ethionine,High,9 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
003017671015,125,15,2,ethionine,High,9 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,125,15,3,ethionine,High,9 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,125,15,4,ethionine,High,9 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017671016,125,15,5,ethionine,High,9 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017671014,125,15,1,ethionine,High,9 hr,Liver,Cellular infiltration,Portal,minimal,True
003017671016,125,15,5,ethionine,High,9 hr,Liver,"Change, basophilic",,minimal,False
003017671014,125,15,1,ethionine,High,9 hr,Liver,"Change, basophilic",,slight,False
003017671015,125,15,2,ethionine,High,9 hr,Liver,"Change, basophilic",,slight,False
No ChipData,125,15,3,ethionine,High,9 hr,Liver,"Change, basophilic",,slight,False
No ChipData,125,15,4,ethionine,High,9 hr,Liver,"Change, basophilic",,slight,False
No ChipData,125,16,2,ethionine,High,24 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
003017671026,125,16,1,ethionine,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017671027,125,16,4,ethionine,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017671026,125,16,1,ethionine,High,24 hr,Liver,Cellular infiltration,Portal,minimal,True
No ChipData,125,16,3,ethionine,High,24 hr,Liver,Cellular infiltration,Portal,minimal,True
003017671026,125,16,1,ethionine,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,minimal,False
003017671028,125,16,5,ethionine,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,minimal,False
No ChipData,125,16,2,ethionine,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
No ChipData,125,16,3,ethionine,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017671027,125,16,4,ethionine,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017671026,125,16,1,ethionine,High,24 hr,Liver,"Change, eosinophilic",Portal,minimal,False
003017671028,125,16,5,ethionine,High,24 hr,Liver,"Change, eosinophilic",Portal,minimal,False
No ChipData,125,16,2,ethionine,High,24 hr,Liver,"Change, eosinophilic",Portal,slight,False
003017671027,125,16,4,ethionine,High,24 hr,Liver,"Change, eosinophilic",Portal,slight,False
003017512027,554,1,3,etoposide,Control,3 hr,Liver,Altered hepatocellular foci,Hepatocyte,P,True
003017513002,554,2,3,etoposide,Control,6 hr,Liver,Necrosis,,minimal,True
No ChipData,554,3,2,etoposide,Control,9 hr,Liver,Necrosis,,minimal,True
003017493025,554,5,4,etoposide,Low,3 hr,Liver,Necrosis,,minimal,True
003017530018,554,8,3,etoposide,Low,24 hr,Liver,Microgranuloma,,minimal,True
003017493028,554,9,4,etoposide,Middle,3 hr,Liver,Necrosis,,minimal,True
003017494002,554,13,5,etoposide,High,3 hr,Liver,Microgranuloma,,minimal,True
003017558004,554,16,1,etoposide,High,24 hr,Liver,Microgranuloma,,minimal,True
003017413015,394,8,1,fenofibrate,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,394,8,2,fenofibrate,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413016,394,8,3,fenofibrate,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,394,8,4,fenofibrate,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413017,394,8,5,fenofibrate,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413018,394,12,1,fenofibrate,Middle,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413019,394,12,2,fenofibrate,Middle,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413020,394,12,3,fenofibrate,Middle,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,394,12,4,fenofibrate,Middle,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,394,12,5,fenofibrate,Middle,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,394,16,1,fenofibrate,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413021,394,16,2,fenofibrate,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,394,16,4,fenofibrate,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017413022,394,16,3,fenofibrate,High,24 hr,Liver,Increased mitosis,Hepatocyte,slight,False
003017413023,394,16,5,fenofibrate,High,24 hr,Liver,Increased mitosis,Hepatocyte,slight,False
No ChipData,683,3,3,fluoxetine hydrochloride,Control,9 hr,Liver,Necrosis,,minimal,True
No ChipData,683,4,1,fluoxetine hydrochloride,Control,24 hr,Liver,Necrosis,,minimal,True
003017870025,683,8,3,fluoxetine hydrochloride,Low,24 hr,Liver,Cellular foci,,slight,True
003017870005,683,10,5,fluoxetine hydrochloride,Middle,6 hr,Liver,Microgranuloma,,minimal,True
003017870027,683,12,1,fluoxetine hydrochloride,Middle,24 hr,Liver,Microgranuloma,,minimal,True
003017870027,683,12,1,fluoxetine hydrochloride,Middle,24 hr,Liver,Necrosis,,minimal,True
No ChipData,683,12,2,fluoxetine hydrochloride,Middle,24 hr,Liver,Necrosis,,minimal,True
003017040013,291,1,4,flutamide,Control,3 hr,Liver,Microgranuloma,,minimal,True
003017047001,291,3,1,flutamide,Control,9 hr,Liver,Microgranuloma,,minimal,True
003017040016,291,5,4,flutamide,Low,3 hr,Liver,Microgranuloma,,minimal,True
No ChipData,291,6,1,flutamide,Low,6 hr,Liver,Microgranuloma,,minimal,True
003017047018,291,8,5,flutamide,Low,24 hr,Liver,Increased mitosis,,minimal,True
No ChipData,291,9,4,flutamide,Middle,3 hr,Liver,Microgranuloma,,minimal,True
003017047009,291,11,4,flutamide,Middle,9 hr,Liver,Necrosis,,minimal,True
No ChipData,392,11,4,furosemide,Middle,9 hr,Liver,"Vacuolization, cytoplasmic","Lobule, peripheral zone",slight,True
003017194001,392,12,2,furosemide,Middle,24 hr,Liver,Necrosis,,minimal,True
No ChipData,392,13,2,furosemide,High,3 hr,Liver,Necrosis,,minimal,True
003017224015,447,5,5,galactosamine,Low,3 hr,Liver,Necrosis,Hepatocyte,P,True
003017224025,447,6,1,galactosamine,Low,6 hr,Liver,Cellular infiltration,,minimal,False
003017224025,447,6,1,galactosamine,Low,6 hr,Liver,Degeneration,Hepatocyte,minimal,False
003017224026,447,6,4,galactosamine,Low,6 hr,Liver,Degeneration,Hepatocyte,minimal,False
003017224027,447,6,5,galactosamine,Low,6 hr,Liver,Degeneration,Hepatocyte,minimal,False
003017224025,447,6,1,galactosamine,Low,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017224026,447,6,4,galactosamine,Low,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017224027,447,6,5,galactosamine,Low,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017224018,447,9,4,galactosamine,Middle,3 hr,Liver,Degeneration,Hepatocyte,minimal,False
003017224017,447,9,3,galactosamine,Middle,3 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017224018,447,9,4,galactosamine,Middle,3 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017247023,447,10,1,galactosamine,Middle,6 hr,Liver,Cellular infiltration,,minimal,False
003017224029,447,10,2,galactosamine,Middle,6 hr,Liver,Cellular infiltration,,minimal,False
003017224030,447,10,3,galactosamine,Middle,6 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,447,10,4,galactosamine,Middle,6 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,447,10,4,galactosamine,Middle,6 hr,Liver,Degeneration,Hepatocyte,minimal,False
003017247023,447,10,1,galactosamine,Middle,6 hr,Liver,Degeneration,Hepatocyte,slight,False
003017224029,447,10,2,galactosamine,Middle,6 hr,Liver,Degeneration,Hepatocyte,slight,False
003017224030,447,10,3,galactosamine,Middle,6 hr,Liver,Degeneration,Hepatocyte,slight,False
003017224030,447,10,3,galactosamine,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,447,10,4,galactosamine,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017247023,447,10,1,galactosamine,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017224029,447,10,2,galactosamine,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
No ChipData,447,11,5,galactosamine,Middle,9 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,447,11,5,galactosamine,Middle,9 hr,Liver,Degeneration,Hepatocyte,slight,False
No ChipData,447,11,5,galactosamine,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017220016,447,12,1,galactosamine,Middle,24 hr,Liver,Cellular infiltration,,minimal,False
